Number,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
29032,2,33.27,71.67,6.19,20.37,15.87,8.37,0.68,4.56,15.31,1.43,1.73,0.41,84,1
29033,2,39.61,86.76,17.41,24.55,27.22,8.72,0.72,5.77,13.42,1.92,4.32,0.62,82,1
29034,2,51.81,115.7,24.02,36.12,38.74,9.88,0.83,15.92,17.11,2.06,3.88,0.9,98,1
29035,2,52.8,118.58,10.35,40.23,29.58,10.5,0.67,10.17,28.71,1.87,5.97,0.41,103,0
29036,2,51.41,128.17,11.2,47.12,33.81,9.68,0.84,13.49,17.21,2.13,3.96,0.65,118,0
29037,2,41.71,144.36,14.69,50.67,38.99,11.17,0.72,33.77,20.74,1.83,4.17,0.46,124,0
29038,2,48.26,165.39,16.54,36.7,33.12,14.7,1.11,24.73,12.13,2.47,3.92,0.67,137,0
29039,2,52.58,169.83,8.1,28.68,21.83,13.21,0.89,7.1,1.55,2.72,2.85,0.64,148,0
29043,2,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59,48,3
29044,2,26.93,69.05,9.16,20.86,18.4,19.16,0.55,6.16,25.91,1.38,2.35,0.44,63,1
29045,2,27.8,87.02,9.33,24.13,20.15,16.91,0.73,10.33,15.8,1.93,2.6,0.5,78,1
29046,2,22.27,91.01,11.92,26.61,23.91,15.04,0.67,11.33,12.4,1.54,2.93,0.55,92,1
29047,2,42.23,111.52,10.3,32.32,25.64,15.18,0.74,14.82,13.43,1.83,3.18,0.6,102,0
29048,2,30.85,93.77,7.01,23.55,17.86,13.6,0.67,7.93,20.43,1.58,4.05,0.34,104,0
29049,2,33.92,81.68,16,29.37,28.39,14.64,0.77,4.45,27.64,1.6,5.19,0.69,81,1
29050,2,27.95,96.17,26.94,39.08,42.69,9.47,0.86,5.18,13.08,2.69,5.31,1.6,80,1
29051,2,19.08,75.6,18,36.5,34.05,9.02,0.61,12.53,9.47,1.17,4.25,0.37,79,1
29052,2,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,1.53,2.28,0.46,74,1
29053,2,30.96,123.07,15.16,53.94,41.01,6.77,0.71,25.05,14.33,1.85,3.12,0.68,105,0
29054,2,42.54,133.44,11.91,51.99,37.33,9.45,0.71,23.47,15.38,1.8,2.69,0.54,121,0
29055,2,50.39,159.08,20.49,61.21,49.22,9.92,0.84,25.54,16.02,2.48,5.05,0.67,131,0
29056,2,43.56,116.19,10.54,38.18,28.88,10.07,0.72,12.45,22.29,0.88,1.28,0.18,130,0
29057,2,28.18,95.94,5.96,25.99,18.67,8.88,0.59,8.67,18.53,0.94,1.5,0.16,107,0
29058,2,34.35,105.79,12.83,37.82,30.54,11.04,0.62,13.1,15.39,1.44,2.82,0.2,98,1
29059,2,30.15,79.98,8.63,29.19,22.42,9.72,0.57,35.88,34.91,1.85,4.34,0.91,98,1
29060,2,32.39,100.66,13.28,43.73,34.05,9.23,0.68,4.7,21.36,3.68,8.13,2.35,100,1
29061,2,27.53,72.87,6.94,28.71,20.92,9.03,0.64,9.69,20.53,2.39,9.1,0.92,78,1
29062,2,23.36,66.43,10.06,29.64,23.95,7.49,0.79,9.32,22.21,4.19,6.98,1.61,74,1
29063,2,36.33,115.06,16.25,42.43,35.79,8.6,0.96,27.76,10.36,3.94,7.53,1.51,91,1
29064,2,31.12,105.29,12.4,36.11,29.29,8.76,0.77,11.71,13.51,3.16,6.39,1.52,114,0
29065,2,31.06,108.14,15.64,35.72,31.71,7.9,0.87,11.38,10.46,3.76,5.71,1.12,101,0
29066,2,36.77,89.98,15.7,35.59,31.69,7.68,0.83,4.85,15.33,2.95,7.09,0.88,99,1
29067,2,24.49,64.93,13.33,30.89,27.27,6.13,0.7,8.09,8.37,2.08,7.01,0.49,81,1
29068,2,24.5,76.36,12.35,33.42,27.82,6.14,0.68,10.25,12.09,1.57,3.53,0.51,71,1
29069,2,30.49,93.56,9.58,33.41,25.56,6.78,0.77,15.85,14.54,1.81,3.06,0.43,87,1
29070,2,31.8,102.51,9.63,28.23,22.85,7.16,0.83,11.6,15,2.38,3.93,0.66,91,1
29071,2,37.15,104.69,15.62,36.12,31.91,7.17,0.86,12.35,8.66,2.55,5.63,0.76,103,0
29072,2,44.75,133.71,18.2,45.4,38.95,7.48,0.88,22.5,8.84,3.16,4.71,0.91,110,0
29073,2,43.25,133.41,8.31,35.51,25.64,6.01,0.94,10.1,17.23,3.16,5.88,0.93,126,0
29074,2,28.42,103.06,11.85,36.19,28.89,5.34,0.95,17.8,10.37,2.34,5.13,0.71,108,0
29075,2,27.5,89.44,13.6,35.23,29.79,5.19,0.88,14.67,9.43,1.83,3.93,0.7,101,0
29076,2,27.02,103.61,20.57,32.42,33.96,4.97,0.87,21.15,4.48,3.23,4.9,1.02,91,1
29077,2,23.63,77.64,21.08,25.85,30.79,5.33,0.72,19.17,4.17,2.34,4.15,0.9,96,1
29078,2,32.96,109.5,13.85,43.6,34.45,6.14,0.63,8.55,9.24,2.85,5.75,0.88,86,1
29079,2,25.61,85.39,8.02,41.37,28.52,5.39,0.64,12.44,17.83,2.48,5.67,0.79,105,0
29080,2,22.42,79.8,14.26,22.97,23.82,4.41,0.8,4.42,5.25,2.47,4.12,0.87,81,1
29081,2,23.73,81.76,19.81,23.77,28.74,5.25,0.85,6.88,5.09,2.87,5.12,0.74,80,1
29082,2,33.69,99.18,14.32,22.46,23.58,5.62,0.66,5.13,9.26,2.02,3.52,0.66,100,1
29085,2,27.28,106.57,14.48,42.29,34.27,6.29,0.8,7.57,30.51,3.53,7.25,1.38,96,1
29086,2,20.65,85.16,16.65,31.55,30.32,6.09,0.71,9.19,7.99,2.46,6.18,0.72,99,1
29087,2,28.84,107.04,20.1,36.27,35.64,6.95,0.84,16.08,7.94,3.54,5.54,1.46,89,1
29088,2,31.45,120.82,20.27,42.89,39.3,7.41,0.87,19.8,9.43,4.6,7.18,1.72,110,0
29089,2,35.3,116.16,15.75,33.42,30.58,7,0.8,6.68,10.95,2.97,5.23,1.21,114,0
29090,2,31.25,102.2,15.92,24.69,26.08,5.86,0.75,5.09,7.71,1.83,4.44,0.72,111,0
29091,2,22.48,68.45,10.03,18.99,18.27,5.28,0.65,3.89,8,1.3,3.58,0.48,88,1
29092,2,21.76,73.93,14.91,28.49,27.27,5.19,0.71,4.05,8.68,1.56,4.51,0.7,71,1
29093,2,25.62,86.99,20.55,44.16,40.2,6.25,0.79,2.61,7.01,3.47,9.56,1.7,79,1
29094,2,29.58,78.81,8.56,33.58,24.82,6.46,0.65,3.6,23.29,2.45,5.58,1.07,85,1
29095,2,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,1.7,3.72,0.66,72,1
29096,2,21.88,60.43,13.66,22.74,23.2,5.26,0.6,2.76,8.57,1.87,4.71,0.56,63,1
29097,2,37.51,114.06,14.93,23.73,24.76,5.05,0.88,3.31,8.22,2.18,4.54,0.9,83,1
29098,2,38.9,120.33,12.73,27.19,24.81,24.31,0.79,2.88,11.15,2.46,3.92,0.86,116,0
29099,2,29.45,96.85,12.22,23.62,22.35,34.25,1.01,2.41,9.02,1.9,4.55,0.73,113,0
29100,2,25.92,104.1,16.81,19.16,23.85,38.69,0.83,3.27,8.65,2.88,3.22,0.61,102,0
29101,2,18.89,65.88,14.16,15.71,19.87,42.9,0.61,5.58,7.06,1.89,3.17,0.58,85,1
29102,2,12.9,52.79,8.44,15.86,15.3,43.25,0.61,5.1,10.51,1.08,2.73,0.32,56,1
29103,2,13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,1.14,3.53,0.38,46,3
29104,2,15.1,55.1,9.33,35.9,26.68,13.04,0.57,6.22,5.82,1.88,4.35,0.91,50,3
29105,2,59.67,198.42,10.9,49.52,35.21,12.07,1.16,4.15,25.37,5.16,10.52,2.33,97,1
29106,2,52.61,180.09,4.74,32.12,20.93,31.66,0.86,2.49,36.58,2.56,4.47,0.95,175,0
29107,2,65.23,220.1,6.93,42.18,28.07,26.72,0.95,3.66,32.99,3.03,3.88,0.66,160,0
29108,2,67.2,216.54,7.84,31.58,23.17,31.93,0.9,3.34,26.11,2.39,4.32,0.66,190,0
29109,2,56.08,194.4,11.34,35.5,28.1,25.79,0.85,3.37,15.57,2.01,3.2,0.55,163,0
29110,2,54.82,183.91,6.11,22.26,16.8,41.26,0.64,2.01,23.67,2.06,2.71,0.42,166,0
29111,2,61.23,188.33,8.18,26.94,20.98,16.66,1.16,4.41,33.61,3.34,5.08,0.94,151,0
29112,2,56.23,171.44,4.67,18.5,13.62,26.89,0.81,3.73,36.53,2.85,4.14,0.74,163,0
29113,2,49.08,163.64,5.63,11.09,10.49,3.62,0.87,3.19,25.23,2.72,4.09,0.79,140,0
29114,2,44.74,147.05,4.91,10.19,9.26,23.45,0.71,3.32,24.45,2.42,3.59,0.61,138,0
29115,2,43.14,168.58,7.54,11.43,12.19,9.65,0.98,2.82,17.65,2.92,4.07,0.73,135,0
29116,2,37.06,122.82,5.88,10.67,10.43,5.51,0.69,2.64,19.63,2.03,4.12,0.68,129,0
29117,2,45,113.4,5.28,4.13,6.02,7.08,0.9,7.43,23.34,1.98,3.35,0.59,116,0
29118,2,29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,15.88,2.87,5.45,0.72,111,0
29119,2,35.01,127.26,10.53,40.82,30.27,4.86,0.97,7.74,16,2.45,5.64,1.13,125,0
29120,2,40.21,139.76,13.36,42.51,33.59,5.31,0.96,6.94,14.09,2.52,4.46,0.95,117,0
29121,2,38.02,124.52,11.59,38.62,29.97,6.32,0.68,25.27,11.39,2.07,3.34,0.86,127,0
29123,2,31.98,117.35,11.57,32,26.43,6.16,0.79,9.84,11.98,2.28,3.52,0.8,108,0
29124,2,32.84,120.24,14.11,32.44,28.73,17.9,0.67,13.58,11.28,1.49,2.2,0.46,115,0
29125,2,26.16,103.66,10.78,28.5,23.92,12.54,0.73,10.67,10.02,1.69,2.06,0.45,106,0
29126,2,29.8,104.97,9.9,29.1,23.53,5.34,0.77,11.11,13.22,1.88,2.5,0.54,101,0
29127,2,39.15,123.66,9.88,31.19,24.62,7.44,0.82,7.83,17.42,1.63,2.05,0.4,109,0
29128,2,57.41,131.82,5.22,33.59,22.11,4.44,0.75,7.1,26.98,1.94,1.84,0.39,126,0
29129,2,31.75,127.6,7.55,34.42,24.46,3.11,0.79,6.71,32.66,2.08,2.7,0.63,120,0
29130,2,39.54,117.65,12.21,51.29,37.33,1.9,1.06,18,29.81,3.99,6.75,1.6,106,0
29131,2,33.95,112.15,11.21,44.94,32.14,1.71,0.85,29.13,19.85,3.07,5.7,1.83,114,0
29132,2,33.91,103.26,6.99,42.39,28.22,2.52,0.8,17.44,23.55,3.83,6.86,2.63,111,0
29133,2,37.1,107.98,6.56,31.49,22.21,4.8,0.77,4.73,24.16,3.35,6.07,1.77,103,0
29134,2,45.29,106.33,7.38,29.3,21.59,8.43,0.76,6.79,30.85,4.59,8.09,2.53,103,0
29135,2,50.58,137.62,6.03,33.15,22.59,14.25,0.79,7.03,26.69,4.12,5.68,1.49,87,1
29136,2,29.74,101.8,17.14,44.6,37.79,3.6,0.9,6.22,19.75,4.76,10.42,4.77,97,1
29137,2,42.08,113.64,18.3,50.29,41.75,3.73,0.86,9.46,16.86,5.72,17.77,4.03,109,0
29138,2,50.27,126.08,5.74,31.49,21.31,12.96,0.85,7.79,25.76,4.88,6.84,2.2,88,1
29139,2,38.91,123.12,8.69,35.15,25.77,4.53,0.84,8.96,22.76,5.45,9.33,3.73,117,0
29140,2,45.26,127.45,8.4,35.69,25.79,6.4,0.85,13.73,18.08,6.15,8.71,2.81,121,0
29141,2,37.51,118.95,6.51,32.28,22.46,3.04,0.74,11.74,18.21,5.39,7.21,2.16,109,0
29142,2,55.58,133.27,6.45,46.77,30.12,5.79,0.9,14.09,31.21,5.53,10.18,2.8,119,0
29143,2,47.28,116.44,5.79,51.94,32.33,5.43,0.82,15.56,40.04,6.59,14.42,3.39,122,0
29144,2,37.53,113.19,8.34,49.11,32.91,3.74,0.74,14.49,24.99,5.61,13.34,3.17,99,1
29146,2,27.89,94.44,5.57,43.7,27.77,2.49,0.75,12.47,35.08,4.56,10.61,2.75,112,0
29147,2,39.18,130.58,10.88,54.95,38.2,2.65,0.97,18.97,21.48,7.25,15.75,3.93,101,0
29148,2,37.35,138.02,7.87,46.38,31.2,2.71,0.76,21.26,24.49,5.66,10.97,3.21,122,0
29149,2,40.03,141.42,11.35,40.83,30.06,4.1,0.69,21.41,19.68,3.92,9.24,1.68,135,0
29150,2,33.4,100.52,12.51,53.01,38.49,5.01,0.78,9.52,17.89,6.24,22.56,4.13,109,0
29151,2,40.58,120.64,8.07,45.39,30.84,5.24,0.84,18.11,25.52,5.4,11.08,2.74,100,1
29152,2,59.13,196.5,11.49,56.36,39.33,7.92,1.08,11.91,13.25,10.35,19.07,4.78,153,0
29153,2,37.62,105.75,9.24,38.69,28.1,4.81,0.89,6.32,17.01,5.81,12.49,3.62,126,0
29154,2,28.8,66.8,11.94,41.36,31.71,4.09,0.82,9.01,21.5,5.3,14.08,4.74,86,1
29155,2,56.84,114.49,20.05,63.61,50.14,5.83,1.11,8.07,11.88,9.83,26.43,7.23,104,0
29156,2,39.46,81.53,7.26,37.97,26.09,4.9,0.73,8.51,25.95,6.12,16.7,3.2,98,1
29157,2,35.47,71.35,5.17,28.75,19.5,5.85,0.68,8.96,24.19,4.23,13.81,1.78,75,1
29158,2,22.96,61.28,7.14,26.62,19.97,5.84,0.64,7.11,11.66,3.77,7.76,1.73,60,1
29159,2,30.65,84.08,7.75,27.46,20.91,6.72,0.79,8.36,16.2,3.88,9.33,2.31,73,1
29160,2,40.18,105.25,7.6,47.96,31.68,6.71,0.81,13.28,19.68,5.36,11.1,3,98,1
29161,2,30.4,106.57,9.54,50.51,34.62,6.97,0.87,14.79,17.03,7.6,20.77,4.73,100,1
29162,2,25.84,91.36,12.85,42.21,32.9,7.97,0.8,14.17,9.36,5.24,14.78,4.15,105,0
29163,2,20.4,77.9,8.26,39.65,27.81,8.58,0.63,14.86,11.36,5.79,21.77,2.66,80,1
29165,2,29.39,92.4,14.88,50.5,38.96,7.99,0.66,9.93,6.8,5.5,15.59,4.32,88,1
29166,2,33.41,141.22,10.19,43.53,31.44,7.41,1.02,14.2,10.3,7.05,12.82,4.3,107,0
29167,2,33.55,139.81,11.72,40.73,31.2,7.02,0.68,14.65,11.12,6.83,11.15,3.61,132,0
29168,2,33.67,85.62,13.64,41.48,33.15,6.54,0.61,14.04,6.21,5.4,11.03,3.88,110,0
29169,2,25.58,91.73,17.5,39.32,35.15,5.7,0.7,10.14,5.42,5.97,15.23,4.13,80,1
29170,2,30.74,139.65,15.7,46.97,37.74,5.3,0.69,31.92,6.92,5.89,10.78,3.02,107,0
29171,2,26.75,100.5,10.06,35.87,27.26,5.77,0.59,23.57,7.95,3.32,6.01,1.49,128,0
29173,2,31.12,121.6,11.42,40.55,30.85,4.98,0.83,9.07,9.17,4.87,9.05,3.33,129,0
29174,2,25.62,106.83,10.77,34.25,26.97,7.96,0.63,7.67,9.32,4.2,7.9,2.76,108,0
29175,2,20.88,95.85,8.9,34.46,25.57,6.4,0.5,7.07,11.47,4.08,7.44,2.73,102,0
29176,2,34.28,118.77,11.76,41.25,31.5,6.85,0.52,6.76,10.65,5.13,11.37,4.14,110,0
29177,2,28.47,84.28,11.2,41.79,31.34,6.26,0.37,6.88,4.38,4.2,9.27,1.79,106,0
29179,2,41.9,130.91,16.51,49.44,39.72,8.12,0.95,5.05,13.19,8.1,20.31,3.74,106,0
29180,2,57.36,161.99,20.86,59.13,48.41,9.14,1.07,6.75,14.7,8.11,19.16,6.34,143,0
29181,2,40.74,106.84,7.75,33.3,24.01,9.25,0.63,12.61,25.08,5.28,13.23,3.08,117,0
29182,2,58.92,110.31,16.16,48.17,38.77,11.25,0.93,9.67,12.78,7.76,19.72,5.27,106,0
29183,2,34.17,71.59,5.19,24.07,17.02,9.8,0.57,11.45,20.48,4.46,7.92,1.44,89,1
29184,2,20.21,48.5,2.79,12.57,8.96,7.2,0.44,14.75,24.05,1.91,6.87,0.72,57,1
29185,2,20.03,47.3,3.46,13.26,9.86,7.28,0.39,14.46,18.31,2.03,4.23,1.04,46,3
29186,2,16.74,50.23,9.48,17.67,17.1,6.6,0.49,15.32,9.97,3.01,7.32,1.65,49,3
29187,2,29.76,102.17,11.47,35.69,28.3,6.63,0.89,15.27,12.02,5.05,16.02,2.96,75,1
29188,2,29.61,81.88,9.2,35.82,26.53,5.46,1.05,5.87,16.25,4.26,10.06,3.47,100,1
29189,2,19.61,49.3,22.44,40.12,39.59,4.58,0.67,13.09,7.5,5.41,17.78,4.17,78,1
29190,2,17.07,54.79,21.73,40.79,39.36,4.61,0.7,12.45,4.78,5.29,16.02,4.46,52,1
29191,2,27.38,50.55,22.79,39.75,39.68,5.41,0.75,15.04,3.57,4.77,11.66,3.55,71,1
29192,2,24.48,70.71,18.77,38.05,35.49,6.43,0.93,10.33,4.97,4.66,11.24,4.59,53,1
29193,2,26.17,96.67,13.3,36.98,30.48,6.59,0.76,14.9,8.75,5.11,11.05,3.11,85,1
29194,2,32.33,124.88,14.67,43.05,34.83,7.19,0.98,9.68,7.18,6.07,11.7,3.55,104,0
29195,2,26.12,90.2,13.03,34.39,28.89,7.49,0.88,10.89,6.41,4.4,9.58,3.09,113,0
29196,2,17.8,58.85,17.24,32.18,31.13,8.13,0.79,15.37,3.58,4.49,10.4,3.3,75,1
29197,2,25.11,49.19,32.58,45.85,50.87,8.68,0.84,11.42,2.98,6.96,16.1,7.65,68,1
29198,2,29.95,92.72,20.07,38.31,36.69,8.33,0.99,13,6.39,5.97,13.49,3.78,83,1
29199,2,21.59,57.12,17.1,41.77,36.12,8.01,0.86,10.46,6.44,6.27,14.99,6.18,88,1
29200,2,22.25,44.55,26.53,38.1,41.84,9.55,0.71,14.35,3.96,6.56,15,5.66,82,1
29201,2,14.45,26.19,27.97,35.05,41.39,9.13,0.56,8.44,2.49,8.11,15.38,6.68,52,1
29202,2,24.41,82.32,21.6,29.55,33.27,9.73,0.79,14.27,6.81,4.98,9.74,5.42,63,1
29203,2,30.46,103.55,11.38,38.34,29.64,7.86,0.74,11.71,15.62,6.99,12.1,4.6,90,1
29204,2,36.4,104.83,14.67,40.32,33.38,8.43,0.82,16.17,10.84,6.33,13.76,6.03,98,1
29205,2,29.25,82.66,11.2,26.37,23.14,9.1,0.69,13.81,12.65,4.61,13.66,2.99,102,0
29206,2,42.33,110.48,23.83,40.05,40.68,13.41,1.09,13.23,11.31,8.31,29.15,7.41,90,1
29207,2,38.76,100.88,11.89,29.49,25.35,11.8,1.04,11.26,9.43,6.95,21.26,5.21,101,0
29208,2,38.11,101.57,7.43,22.38,17.94,10.34,0.75,10.36,15.09,5.31,11.18,3.51,108,0
29209,2,44.17,162.64,5.18,29.12,19.7,11.33,1.17,15.21,10.91,5.5,4.95,1.23,113,0
29215,2,36.68,93,7.58,9.43,11.19,2.84,0.7,9.77,15.12,7.85,19.49,3.58,112,0
29216,2,29.83,81.31,9.73,10.6,13.56,4.12,0.73,11.5,21.25,6.11,20.19,7.13,77,1
29217,2,45.17,124.19,15.13,15.42,20.51,2.82,1.24,9.78,12.48,9.97,32.15,12.57,109,0
29218,2,30.77,84.5,9.69,11.86,14.17,2.47,0.88,10.12,10.44,7.66,25.86,6.87,97,1
29219,2,26.34,57.94,6.68,11.76,11.72,2.46,0.57,7.02,4.44,4.05,20,2.47,82,1
29221,2,35.18,105.31,4.73,9.73,9.03,5.14,0.79,9.85,22.84,5.29,10.53,3.71,108,0
29222,2,32.64,106.67,5.44,9.42,9.43,5.12,0.65,13.95,19.52,5.27,13.29,3.43,109,0
29231,2,20.11,52.18,19.18,36.1,34.79,9.54,0.71,11.7,19.76,5.35,15.59,5.4,62,1
29232,2,18.05,52.41,19.62,39.29,36.84,8.68,0.77,3.19,14.59,4.48,13.57,4.73,56,1
29233,2,23.49,80.31,11.34,32.1,26.31,7.35,0.84,6.27,21.65,6.41,10.85,3.86,64,1
29234,2,29.19,108.49,12.63,35.22,29.01,6.81,0.94,5.22,27.72,5.47,8.75,3.34,98,1
29235,2,33.74,106.76,17,42.43,35.44,6.52,0.95,10.84,17.76,5.37,12.5,5.13,111,0
29236,2,35.28,98.36,21.98,42.02,40.22,5.6,0.95,14.92,17.79,5.44,14.41,5.22,104,0
29237,2,33.52,91.75,15.98,41.39,35,5.03,1.03,11.65,20.83,5.76,13.93,4.67,93,1
29238,2,34.27,97.09,21.38,47.83,42.83,6.12,1.06,12.33,17.62,4.73,14.54,5.33,96,1
29239,2,39.35,93.44,8.6,39.29,28.02,6.93,0.73,11.27,28.48,3.61,11.06,4.13,107,0
29240,2,37.09,85.61,6.65,33.06,22.99,6.25,0.68,13.99,32.83,2.16,5.95,1.55,86,1
29241,2,42.98,98.42,7.28,34,24.13,7.16,0.84,11.14,38.86,1.87,6.42,2.46,83,1
29242,2,35.14,66.68,4.12,15.97,11.84,6.4,0.47,43.29,39.25,0.57,6.59,0.92,91,1
29243,2,14.11,45.52,14.42,21.64,23.23,4.27,0.5,13.71,18.83,0.99,7.31,2.06,60,1
29244,2,9.76,27.66,3.26,9.06,7.46,3.87,0.43,14.52,36.58,0.51,2.81,0.96,43,3
29245,2,14.75,37.77,9.46,20.6,18.65,4.08,0.54,14.57,35.98,1.18,5.13,1.38,53,1
29246,2,15.09,80.12,24.8,20.87,31.27,3.86,0.61,13.48,18.88,2.72,9.12,2.69,77,1
29247,2,6.64,31.12,8.82,14.1,14.67,3.09,0.5,13.67,19.18,1.82,5.37,1.07,44,3
29248,2,6.63,20.53,8.07,18.22,16.42,3.16,0.59,19.71,21.31,1.97,7.87,1.48,42,3
29249,2,12.12,31.34,25.95,30.68,37.57,3.45,0.89,11.8,16.54,1.64,8.91,4.63,64,1
29250,2,15.48,34.22,25.39,31.57,37.43,3.7,0.93,13.94,15,4.6,10.74,3.93,84,1
29251,2,23.9,50.1,67.93,41.9,77.63,3.96,1.62,14.48,14.53,6.71,18.8,9.39,106,0
29252,2,35.29,116.42,90.84,35.82,89.98,4.86,1.27,36.42,13.48,6.79,18.05,8.06,131,0
29254,2,27.57,78.88,34.87,29.53,44.05,6.92,1.19,13.16,12.48,4.48,12.92,3.67,89,1
29255,2,32.77,99.56,32.53,32.42,43.7,10.69,1.32,9.55,13.14,4.6,15.39,4.67,98,1
29256,2,27.7,87.41,31.47,38.3,46.08,13.79,0.96,11.82,15.39,5.14,16.13,4.8,93,1
29257,2,26.46,89.36,39.38,42.8,54.78,15.67,1.24,15.85,15.7,6.83,22.83,6.64,97,1
29258,2,42.61,185.5,77.73,43.36,86.26,16.1,1.19,7.74,11.51,8.45,22.33,11.31,117,0
29261,2,26.99,88.4,14.96,41.21,34.2,32.57,0.63,28.81,22.9,4.52,17.29,3.15,109,0
29262,2,30.49,81.94,23.38,55.32,46.89,27.01,0.85,31.92,22.39,5.57,13.47,5.04,74,1
29263,2,57.44,157.35,30.91,65.83,60.15,28.27,0.87,21.33,23.63,9.66,23.43,12.41,114,0
29265,2,25.84,80.25,23.95,47.16,44.64,15.95,0.93,28.64,20.76,4.82,10.91,3.91,81,1
29266,2,24.45,99.34,26.21,45.24,45.52,2.96,0.72,26.95,14.83,4.74,11.31,4.16,100,1
29267,2,27.58,112.85,22.29,33.36,35.88,3.35,0.68,21.97,21.4,4.88,14.47,3.04,101,0
29268,2,28.92,161.21,24.9,34.79,38.75,4.75,0.6,21.58,24.13,3.05,8.76,2.92,133,0
29269,2,28.02,46.85,1.95,27.55,15.79,3.44,0.56,30.78,43.62,2.96,8.28,1.88,147,0
29270,2,45.56,72.39,2.26,21.17,13.09,3.13,0.62,22.43,66.99,2.78,7.42,1.13,75,1
29271,2,32.93,56.18,5.98,29.73,20.68,1.13,0.74,24.58,52.67,2.97,8.97,1.6,83,1
29272,2,7.02,20.34,7.31,24.67,19.06,1.3,0.56,23,26.63,2.52,8.84,1.54,48,3
29273,2,8.55,22.06,5.42,21.09,15.63,2.27,0.51,21.46,28.19,2.07,5.72,1.1,45,3
29274,2,10.32,23.93,17.22,40.82,35.71,1.31,0.8,29.33,19.51,3.62,9.25,2.31,52,1
29275,2,5.29,17.65,6.04,25.84,18.66,2.58,0.53,61.41,26.21,2.15,4.57,0.94,64,1
29276,2,10.5,23.78,4.96,22.41,15.92,2.67,0.52,20.41,27.52,2.07,5.82,0.97,44,3
29277,2,15.67,26.01,21.98,38.11,38.29,1.8,0.78,21.7,21.41,3.18,8.46,2.07,62,1
29278,2,5.08,8.16,13.55,29.46,26.85,2.36,0.69,23.81,17.4,2.45,7.5,1.66,74,1
29280,2,37.82,88.58,22.91,56.87,48.88,1.16,1.44,22.24,19.29,5.48,12.05,3.52,121,0
29281,2,18.29,60.5,25.55,37.56,40.96,4.16,0.8,23.34,31.21,3.26,8.72,2.5,93,1
29282,2,116.65,192.8,32.3,41.26,47.34,4.86,1.11,26.63,22.5,1.27,5.51,1.25,132,0
29283,2,40.46,61.36,6.39,22.82,17.3,2.55,0.58,20.81,28.22,2.73,6.2,1.17,284,2
29284,2,31.24,50.3,3.28,22.14,14.43,3.49,0.82,24.43,42.64,2.38,5.34,0.74,60,1
29285,2,41.58,69.57,7.2,35,23.77,3.33,0.79,20.54,43.45,2.15,5.82,1.23,81,1
29286,2,63.19,109,25.5,42.84,43.48,12.52,1,18.43,37.39,3.85,8.31,2.32,101,0
29287,2,78.9,144.14,22.21,40.43,39.56,17.77,1.06,18.88,33.46,5.51,12.84,2.68,163,0
29288,2,86.71,157.26,25.08,43.75,43.67,16.22,0.95,16.03,41.03,6.17,16.87,4.64,134,0
29289,2,144.72,259.91,11.94,47.03,34.74,23.41,1.13,21.69,55.81,6.3,15.98,3.05,281,2
29290,2,109.46,194.85,24.05,61.03,51.98,16.76,1.27,18.52,42.93,7.01,18.57,3.76,307,4
29291,2,114.41,252.29,25.48,66.87,56.28,17.58,1.25,23.79,47.37,7.57,21.39,4.47,271,2
29292,2,116.67,183.4,11.14,54.7,38.15,15.05,1.18,24.78,60.65,7.16,17.16,3.39,266,2
29293,2,97.75,153.08,6.25,49.32,31.31,12.77,0.95,31.16,63.15,5.23,11.69,2.42,275,2
29294,2,77.22,174.76,44.7,76.77,77.19,13.36,1.05,21.67,37.14,7.16,16.22,5.62,169,0
29295,2,57.05,142.8,30.38,57.39,55.22,12.24,0.93,19.4,33.06,6.63,16.24,4.32,158,0
29296,2,38.34,88.54,14.13,41.66,33.73,6.36,0.88,11.09,42.15,4.12,9.27,2.42,111,0
29297,2,37.12,98.86,22.24,43.05,40.98,2.37,1.1,6.17,39.97,4.52,11.43,2.9,105,0
29298,2,36.97,104.19,14.02,36.46,30.8,21.37,0.74,2.78,51.42,4.52,10.57,2.62,103,0
29299,2,41.18,78.79,3.02,26.24,16.35,10.84,0.92,5.74,70.23,2.91,6.99,1.14,98,1
29300,2,55.7,104.68,2.94,30.96,18.83,42.86,1,7.36,78.85,2.8,7.56,1.24,107,0
29301,2,59.7,108.74,2.79,35.91,21.37,30.83,1.11,5.88,74.13,3.08,8.74,1.42,110,0
29302,2,57.56,111.17,3.63,38.74,23.55,10.14,0.84,8.04,79.93,5.27,11.02,2.08,109,0
29303,2,46.69,92.64,2.95,29.13,17.88,10.57,0.72,8.71,69.31,4.39,11.24,1.41,96,1
29304,2,46.28,85.5,2.89,23.71,14.96,11.51,0.71,7.21,66.6,3.98,8.4,1.18,82,1
29305,2,73.45,129.85,2.47,24.11,14.83,13.57,0.76,8.92,86.67,3.81,8.16,1.13,105,0
